"Customer ID","NumberPlans","NumberSubscriptions","NumberDevices","NumberServices","MonthlyDataUsage","StreamingHours","VoiceServiceUsage","TelecomProviderTenure_months","kmeans_segment"
"7642-UNIECR-0LW",0,0,0,0,0,20,17.85,19,"1"
"3465-AUBFOE-PD2",3,1,3,1,0,25,20.85,15,"4"
"0436-OYXWQA-21R",3,2,3,0,0,21,54.3,33,"4"
"7640-WGNPOL-XKA",3,3,3,4,37.6,17,11.4,5,"3"
"9654-LNSZSZ-KR0",3,3,3,2,25.2,19,29.1,30,"3"
"1569-HKZECB-XL5",1,0,1,0,0,25,50.7,25,"1"
"4342-GOCXRF-KNA",4,3,3,4,49.15,18,22.5,42,"6"
"2020-ARIZML-WUU",1,3,1,2,0,25,148.5,71,"5"
"5969-WEBDHU-09J",4,4,4,4,38.9,16,14.55,15,"3"
"9430-SCHEUM-ZDG",1,2,3,0,0,21,12.15,30,"4"
"5325-BHFFWU-HEF",2,2,1,0,0,20,50.85,56,"2"
"8537-DBOZNQ-AH6",2,1,3,0,0,18,16.2,43,"4"
"9184-NSLRZE-BIB",2,2,1,2,0,26,18.75,39,"2"
"2069-CWGIPK-4TQ",1,1,3,2,0,0,6,1,"4"
"7559-QKGIGO-N2H",2,3,0,2,0,20,76.95,71,"2"
"1080-FIOSCN-MRJ",3,4,2,2,66.5,21,155.4,72,"6"
"5962-VYGGCY-1ZE",1,1,3,0,0,30,11.85,8,"4"
"3748-AGLQOZ-FTB",2,1,1,0,0,24,31.8,44,"2"
"6297-YLBVQR-CWT",0,1,1,1,0,0,14.85,13,"1"
"4440-DCYMEU-U69",2,2,2,1,0,14,6.15,1,"4"
"6997-HXHTRX-8X2",1,1,0,0,0,17,16.65,34,"1"
"4449-HKMUFN-CMN",3,2,3,2,0,28,26.1,26,"3"
"8056-XUMPFP-8TM",4,3,4,4,54.65,22,27.75,56,"6"
"9761-RVCLUC-SR2",2,3,4,3,24.55,19,20.7,5,"3"
"8295-DLFLWB-M19",2,1,0,0,0,16,53.1,67,"2"
"2479-IAFSMS-RCY",4,3,4,2,24.15,17,19.2,21,"3"
"6715-JQGZKD-H93",2,1,0,0,0,23,48.6,54,"2"
"8771-CZJBYG-23D",3,2,2,3,0,17,60.45,70,"2"
"3877-LGSNNT-CP6",2,1,0,0,0,21,49.35,61,"2"
"2006-BYPNAG-XJ5",2,0,1,0,0,18,22.95,26,"1"
"0213-TLHOJE-2FY",3,1,3,0,0,29,37.95,43,"4"
"1483-XVLIVC-A75",2,2,1,0,0,18,25.8,38,"2"
"9813-TLUHXQ-RVZ",3,3,2,4,39.3,18,85.95,71,"6"
"4461-GDUAPW-T5J",4,4,3,4,52.85,20,153.15,58,"6"
"1487-NHDXVC-5H7",1,1,0,0,0,20,55.8,60,"2"
"4560-LMVFQV-52N",1,2,1,2,0,16,13.2,6,"1"
"5464-GCECCU-MSL",1,1,3,1,0,23,14.25,8,"4"
"4518-HAHJUN-O50",2,2,1,4,27.95,26,6.3,2,"3"
"7578-BMICAG-LYR",3,4,2,4,28,21,15.9,17,"3"
"7865-YMUXWR-V8Y",3,4,3,3,31.45,16,10.2,27,"3"
"7456-OTIDGE-MQC",1,1,3,0,0,20,12.3,8,"4"
"6922-VFSNSE-OIV",4,3,3,3,40.95,19,22.05,55,"6"
"8469-HTGXQY-IXQ",2,3,3,3,0,22,25.5,28,"3"
"7167-PVPMXU-NB7",3,3,2,3,31.15,23,31.65,43,"3"
"9644-LHNIES-DGT",0,1,0,0,0,20,31.65,37,"1"
"5375-FSAMMB-RZ8",2,2,0,1,0,19,97.2,71,"2"
"6337-NZXFWD-N86",2,2,3,4,35.4,20,22.2,30,"3"
"0493-QTNTOS-3AV",1,0,2,1,0,20,10.95,8,"4"
"7605-YXRGNQ-8BL",3,1,1,0,0,20,56.25,71,"2"
"6641-UWDGEB-YPP",2,1,3,1,0,17,12,24,"4"
"9606-USYKZI-IH2",2,3,1,2,0,25,55.2,69,"2"
"1081-TGHPPI-1WZ",2,2,1,2,0,25,38.4,47,"2"
"6793-BYBSHF-6MX",2,1,0,0,0,15,124.2,72,"5"
"4249-GEYEMT-KB7",4,3,3,3,31.9,22,33.15,47,"6"
"8793-YTKFWK-XAM",1,2,0,2,0,16,27.6,18,"1"
"4419-JHBBCK-WPW",0,3,1,2,0,20,12,8,"1"
"1336-ITNYBO-UNI",4,3,2,3,50.5,21,46.5,47,"6"
"4723-AGQRLH-LDU",2,1,4,0,0,35,32.85,23,"4"
"2438-IPWEVD-P6N",3,4,4,4,32.45,20,17.55,3,"3"
"6155-VWYTRC-LQP",2,2,2,0,0,22,26.7,54,"2"
"0030-HAVPBZ-2V8",3,2,2,0,0,16,121.5,72,"5"
"6113-JHHYBW-XSD",3,4,3,4,43.2,17,15.75,37,"6"
"8410-FQPPXE-I4J",3,1,3,0,0,21,33.6,44,"4"
"9224-JXEVZX-X5R",2,1,3,0,0,17,20.55,11,"4"
"4556-TQTGUZ-DNE",0,3,1,2,0,20,22.35,35,"1"
"9627-ISOUSK-GQW",4,5,4,4,48.65,15,29.7,53,"6"
"3294-ANQASB-WNC",0,1,2,0,0,22,18,50,"1"
"0703-XBDCJR-LVF",0,0,1,0,0,19,4.05,1,"1"
"7938-IMWPXX-676",1,1,0,0,0,0,20.85,27,"1"
"1679-VJQAVF-08T",3,3,3,3,42.25,24,57.3,60,"6"
"6697-TBWQER-JLA",4,5,4,4,66.85,14,33.45,61,"6"
"9122-ZFPMCO-NFJ",0,0,1,0,0,24,36.15,42,"1"
"9307-XSNCMT-QT9",3,2,3,2,23.25,13,30.3,31,"3"
"9891-CXKYJM-6RQ",4,4,3,2,53.5,20,144.9,72,"6"
"7573-GPIFXI-WKA",1,2,1,2,0,24,10.5,7,"1"
"2165-ODFCDS-YAA",1,3,0,2,0,21,63.9,64,"2"
"2176-ZLOYBO-OXH",1,0,1,2,0,17,25.65,44,"1"
"6229-LSKDEG-Y8X",1,1,2,1,0,22,21.75,19,"4"
"8334-ESOTTN-G88",0,0,0,0,0,22,15,6,"1"
"8626-NKWYNG-LN8",4,3,1,3,28.65,16,52.35,65,"6"
"0031-DMPSUG-NZ2",2,1,3,1,18.05,26,34.2,11,"4"
"4579-WRRIBO-I61",4,4,4,3,27.95,22,53.85,39,"6"
"8437-CJFCTT-NW8",1,0,3,0,0,26,12.45,5,"4"
"0071-OEBNPX-SOO",4,3,1,4,38.85,25,143.85,71,"5"
"9926-CMIOYZ-7ZK",0,1,2,0,0,17,13.2,2,"1"
"9156-FXQUCE-GTI",2,2,2,3,19.7,15,10.8,10,"3"
"4838-PVRNMY-B00",2,1,3,0,0,22,16.95,21,"4"
"0049-ZDULPT-RP6",2,3,3,2,24.55,0,6.75,1,"3"
"4968-YAOSFS-NB0",2,1,3,0,16.7,12,5.25,2,"4"
"1568-YJDIBX-U99",0,1,0,1,0,20,33.6,42,"1"
"4603-GUEYBX-SNZ",1,2,3,0,0,13,33.15,47,"4"
"5049-THPMCG-B2H",3,2,2,3,31.25,11,31.05,36,"3"
"1414-UQOKXB-QKW",4,3,3,3,40.25,28,14.85,37,"6"
"7530-GWOQWV-0TH",1,3,0,1,0,22,43.8,59,"2"
"5136-RCBIIC-GED",2,3,4,1,0,26,53.4,49,"4"
"6870-JFDMUK-DWK",3,2,3,3,47.95,20,41.4,52,"6"
"8539-HZXMPS-G7I",2,1,1,1,0,15,35.7,67,"2"
"7278-QUBMVF-B89",3,2,3,2,30.85,15,30.9,43,"3"
"5453-WEWTVZ-OZ6",2,3,3,4,49.65,18,20.25,51,"6"
"8752-HFQFOE-73Z",0,1,1,0,0,24,31.2,41,"1"
"9331-GZYPEA-4X8",2,2,1,1,0,25,36.75,52,"2"
"7544-FYKOGJ-QS0",4,5,4,4,64,19,27.75,43,"6"
"7268-KLRUCB-UI3",4,4,4,3,33.65,21,9.15,5,"3"
"0444-UPDFUW-2S9",2,3,1,4,70.85,25,70.05,49,"6"
"7212-ENXCAE-ZGR",0,0,1,0,0,22,16.95,11,"1"
"5962-FRGYAF-D2F",4,3,4,4,54.2,21,58.2,69,"6"
"1408-SHGWUX-3PP",1,1,1,2,0,23,19.95,6,"1"
"1842-TFWULE-MLW",0,0,0,0,0,22,17.7,5,"1"
"6810-LMHVYX-RF0",1,1,1,1,0,17,14.55,12,"1"
"1325-PLQQRI-ZNN",3,3,4,3,26.9,15,42.45,33,"3"
"6360-RUGDRG-8HY",4,5,4,4,63.8,19,19.65,26,"6"
"6293-NYPJDV-O0P",2,1,0,0,0,23,36.9,50,"2"
"6071-QWGJLB-WHD",1,3,0,2,0,19,77.4,55,"2"
"5889-BJQZUO-DKF",2,2,4,1,0,26,22.35,28,"4"
"2717-LTBLAV-YLE",2,0,0,0,0,16,45,44,"1"
"7442-RTTHFP-HCF",1,0,3,0,0,23,13.2,18,"4"
"7000-HRUVMG-ISV",2,2,3,0,0,16,51.6,52,"2"
"0159-IGIWSN-HNZ",4,1,3,2,19.05,26,10.05,9,"3"
"1429-IBJRVF-S3O",0,1,2,1,0,20,12.75,7,"1"
"5770-HZVHOG-OX6",3,4,4,4,34.7,19,8.7,1,"3"
"7830-QYEALP-GO4",2,0,2,0,0,22,11.1,19,"4"
"1455-CIQJNU-YD3",2,1,3,1,0,23,16.35,14,"4"
"6673-BVWDVE-INK",2,2,1,1,0,24,8.25,35,"4"
"0045-ZIMFJC-1BM",2,0,0,1,0,16,18.75,45,"1"
"9269-AJUKYB-IFF",1,2,1,2,0,16,45.9,50,"2"
"9762-TBYLNL-C4U",3,3,3,2,26.2,31,8.7,2,"3"
"3440-GQXVXG-IJR",1,2,2,2,0,26,16.05,11,"4"
"2221-GQBQEC-Y8V",0,1,0,1,0,22,29.55,29,"1"
"1413-SYXTVM-YFE",2,3,1,4,0,17,75.6,70,"2"
"0719-TGFHQB-7JP",4,2,3,3,41.6,22,29.7,49,"6"
"6556-SRCBGZ-J26",2,1,1,0,0,27,19.5,46,"2"
"2530-VGHRWF-DBU",2,1,3,0,0,22,16.5,32,"4"
"7582-VOSYZB-HUQ",1,2,4,0,0,19,44.7,44,"4"
"5199-CTDJQE-YL9",1,2,2,3,0,22,27.45,14,"4"
"1274-EPBWXJ-NGO",1,1,0,0,0,16,35.25,59,"2"
"5495-WRHBTY-Z1I",0,2,0,1,0,27,37.2,41,"1"
"0026-GRFYZR-6M4",1,2,2,1,0,20,51.75,62,"2"
"8383-JVJKFW-JBZ",2,2,0,0,0,20,35.85,60,"2"
"2442-VPZFTS-P2E",3,4,4,4,34.4,29,19.35,7,"3"
"6793-UVTRXF-WR2",4,2,4,2,43.2,25,114,72,"6"
"8464-JISBRT-SVF",4,4,4,4,47.85,0,139.5,71,"6"
"0382-PFNONT-ZC6",3,2,3,1,0,25,50.55,70,"2"
"3250-QXGMRB-D1W",2,3,3,3,25.55,25,34.2,20,"3"
"2665-KYMUNB-XHA",3,3,2,1,0,19,54.15,69,"2"
"5414-HTZGSW-XYR",1,1,2,1,0,15,13.2,19,"4"
"6301-JHWLOH-5VB",1,3,0,2,0,25,26.4,28,"1"
"2616-RGMMZL-YB5",3,1,3,0,0,17,103.65,72,"2"
"4066-ABJKJK-MIN",2,1,2,0,0,20,46.95,47,"2"
"2416-HVDQYR-NW6",1,1,2,0,0,14,14.25,13,"4"
"5618-IDNTAP-YDC",1,1,0,2,0,20,23.7,50,"1"
"6047-XWUGAX-UG6",2,2,1,2,0,0,20.1,36,"2"
"5315-JIMXOJ-60P",1,3,0,2,0,22,44.55,68,"2"
"0761-YXFFGH-GE3",1,0,1,1,0,15,31.8,45,"1"
"9642-BLLHBK-RE0",2,1,3,0,20.95,26,10.5,21,"4"
"2455-CZBQWT-A55",1,0,1,0,0,23,26.55,19,"1"
"7451-NFKJEL-3SY",3,2,1,3,32.15,20,14.85,6,"3"
"2257-YQBYGJ-93T",1,0,1,0,0,23,42.15,39,"1"
"3824-HSMJTM-7OT",2,1,1,0,0,22,116.1,63,"5"
"8719-HJNFNY-K8Y",1,1,0,0,0,19,35.1,52,"1"
"1756-TEIMBG-VRM",1,1,0,0,0,0,93.75,68,"2"
"9760-LDVQAI-6XY",2,2,1,0,0,21,14.25,48,"2"
"3583-HKTLOS-QZ8",1,1,1,0,0,15,10.8,3,"1"
"6646-FMTSUO-50Q",4,3,2,2,37.65,28,96.3,64,"6"
"7346-VFBTML-LRE",4,4,3,4,69,21,28.05,44,"6"
"9120-FPONCL-79U",0,0,1,0,0,19,16.65,10,"1"
"7808-TFDGYC-QDN",0,0,1,0,0,24,10.35,17,"1"
"9315-PCUNFQ-N19",3,2,3,0,23.2,14,52.2,11,"4"
"0118-OUCHII-GSB",3,2,4,4,20.45,20,10.65,6,"3"
"7145-ELAGFW-31W",1,2,0,2,0,15,23.7,47,"1"
"6400-XUMGLZ-W9J",0,1,0,0,0,23,14.1,37,"1"
"5626-EIVGBF-YTK",1,3,1,2,0,18,15.45,30,"1"
"4371-BWGQZF-KF7",2,3,3,3,0,19,12.75,10,"3"
"1783-TVBWGX-48J",2,3,0,2,0,30,39.3,46,"2"
"2121-UEWVYT-OJT",1,2,0,1,0,22,79.35,71,"2"
"0423-YWTIEG-ZK5",1,3,3,2,0,16,42,29,"4"
"5497-ZKVJGH-Q79",3,4,3,4,30.05,15,9.3,11,"3"
"6826-SSALGJ-04J",1,1,2,0,0,20,19.95,22,"4"
"7466-PZRWAI-NDJ",1,2,1,0,0,24,48.6,46,"2"
"0471-IWBYGB-11R",3,3,3,3,0,15,21.6,48,"3"
"0340-LKGDQN-N7B",2,1,1,0,0,17,41.1,70,"2"
"0680-CCDFCM-UON",1,3,0,2,0,19,65.4,57,"2"
"6322-DUQEUQ-8TQ",3,3,3,3,28,19,21.15,19,"3"
"4196-VTMLQK-645",3,3,2,3,27.85,23,35.85,25,"3"
"9382-PYNZTH-YM3",1,1,1,1,0,26,15.45,14,"1"
"0790-HHYHSU-98L",2,0,1,0,0,19,47.25,45,"2"
"3287-HQRGMC-XHI",3,4,2,2,34.15,30,38.55,44,"6"
"5635-KWELCP-JW9",4,2,4,1,28.7,20,76.65,53,"6"
"7908-CWREYX-J0E",0,2,2,2,0,22,35.85,58,"2"
"5131-TZTMYU-QM2",3,5,4,3,40.6,20,24,18,"6"
"5997-WEVMLK-EKA",1,1,3,0,0,24,18.3,24,"4"
"8493-ABKIAG-IAN",4,3,1,2,27.8,13,25.2,36,"3"
"4463-KHVXLU-RJ6",2,2,3,1,0,16,47.4,66,"2"
"7839-MRTWJM-9KX",4,3,2,4,57.25,15,44.4,47,"6"
"2724-FAZIYE-AMO",0,0,0,0,0,19,35.7,41,"1"
"0501-OMLZBC-1Z7",2,0,2,0,0,13,35.7,6,"4"
"2572-TXSMBE-U04",2,2,1,2,0,20,130.8,71,"5"
"7144-MLLCEU-EE2",4,5,4,2,34.9,12,14.55,35,"6"
"7856-WYNHPK-95W",1,3,1,4,0,21,12.3,19,"3"
"4834-WMMGKW-ISV",1,2,1,0,0,20,44.85,60,"2"
"7162-PRYMIF-T6Q",1,1,0,1,0,29,28.5,63,"2"
"9780-ZWIECB-825",1,2,0,2,0,23,25.35,55,"2"
"3803-ZZJFFN-0WH",0,0,1,0,0,23,9.45,5,"1"
"6805-CDCHTB-H1R",1,3,0,1,0,19,37.8,57,"2"
"3668-GLTADN-QBA",2,0,3,1,0,22,11.1,7,"4"
"5786-VNUBCH-9UL",0,2,0,2,0,25,15.15,7,"1"
"5443-ZMHBXX-UIO",1,2,1,2,0,31,14.1,8,"1"
"2613-VHCUEU-JA7",1,1,0,0,0,26,42.3,41,"1"
"1084-EILYLI-2PA",1,2,1,2,0,21,10.5,5,"1"
"0860-BRGALK-LLR",0,2,0,1,0,9,15.45,21,"1"
"5447-HHWIWJ-DQG",3,1,2,0,0,15,152.25,71,"5"
"2891-DHXSLS-50D",1,3,0,2,0,16,47.7,58,"2"
"1379-OHIPUQ-6GN",4,4,4,3,62.6,19,7.35,42,"6"
"6442-YZYPRX-2C0",2,1,0,0,0,20,74.1,59,"2"
"4238-EOWRLS-W3G",0,1,0,0,0,22,15,26,"1"
"2222-KMKXQJ-Y1T",0,0,0,0,0,15,13.95,21,"1"
"0322-CPQONG-DO4",0,1,2,0,0,14,21.3,21,"1"
"8432-WMJZND-A7F",2,1,3,0,0,25,13.2,6,"4"
"9693-JKQHWU-HQL",3,1,2,0,0,24,39.15,68,"2"
"7978-MUVABQ-NSZ",1,0,0,0,0,26,23.7,37,"1"
"3139-CXXAJS-NUF",2,1,2,0,0,21,23.85,40,"4"
"2590-GUXWSK-RWT",3,2,2,3,0,26,62.85,7,"3"
"1834-TLGRSP-VFJ",4,5,4,4,85.95,19,41.1,58,"6"
"8641-LPLJYF-Z0V",1,1,0,1,0,16,37.5,50,"1"
"3263-UGTXWO-MNM",1,1,0,0,0,22,16.65,14,"1"
"0666-LITATD-D4Y",2,0,3,0,0,31,34.5,47,"4"
"9342-LIOJLV-1IF",3,4,4,4,40.5,21,37.2,31,"6"
"0616-EJFMSY-BVD",1,2,0,2,0,26,15,4,"1"
"6855-LNJYWN-Y65",1,1,0,2,0,26,31.95,15,"1"
"7772-UISXUF-OP9",3,1,1,1,0,18,21.15,41,"2"
"2359-ITXDHZ-FMA",1,1,0,1,0,14,24,40,"1"
"7504-VTGYIL-2K7",4,3,3,3,42.15,20,83.55,71,"6"
"6525-VSQAVF-QM0",3,3,1,4,56.5,21,39.75,56,"6"
"7623-YAGIPO-LGB",1,1,1,0,0,17,41.7,47,"1"
"8117-CRCVST-PFT",2,0,0,0,0,27,21.15,45,"1"
"3114-WDOBKR-OCP",1,0,0,0,0,25,18.75,0,"1"
"0899-FYORWV-86N",2,2,0,2,0,19,113.55,71,"2"
"2727-VJTFSE-HOR",1,1,0,0,0,25,42.9,49,"1"
"0719-DZEGQX-0SD",0,0,0,0,0,20,17.1,16,"1"
"6231-VXDDMW-GJC",0,0,1,0,0,19,13.8,21,"1"
"6504-BASSJM-G5A",2,1,0,0,0,19,51.15,68,"2"
"8578-TWSGQD-0P1",2,3,1,2,0,23,80.1,52,"2"
"1117-OHMKNR-Y51",2,3,4,3,0,25,28.05,42,"3"
"4877-OZDGZH-D9M",3,3,2,2,0,19,85.05,72,"2"
"5017-WMPJVS-YQP",1,0,3,0,0,15,4.5,2,"4"
"2319-UBTZOU-BDO",4,2,2,1,31.3,13,42.75,48,"3"
"2256-MRAMIQ-LJ1",1,2,0,2,0,0,5.55,1,"1"
"6490-SQKMBR-9UZ",1,0,0,0,0,23,22.95,26,"1"
"5126-WLYXHE-S62",1,3,1,1,0,22,12.45,14,"1"
"2827-UOWJBD-SYA",1,1,3,0,0,17,12.75,7,"4"
"1402-XVMJFP-FAT",3,1,1,0,0,19,59.4,65,"2"
"4940-QFBTLJ-WXO",3,3,2,3,26.55,20,24.6,16,"3"
"6704-LTYDYF-H8I",3,3,2,1,0,22,48.9,68,"2"
"3168-BWUHOD-52S",3,2,3,3,22.5,15,18.3,13,"3"
"0688-IJBXJA-RBH",1,1,0,0,0,22,54,56,"2"
"9569-INPBJS-4DG",1,1,2,0,0,13,12.3,36,"4"
"2379-EHJSJT-VTN",1,2,0,2,0,16,16.95,37,"1"
"3703-UBXJNY-S52",2,1,3,0,0,21,46.35,24,"4"
"7201-ZMDCOO-6Z7",2,2,2,0,0,24,47.1,52,"2"
"9791-NHIEQI-ZAB",1,1,0,2,0,23,9.45,15,"1"
"1942-HUBTKT-AMJ",4,2,3,3,48.85,19,51.6,60,"6"
"9487-HTGRMD-K88",3,3,2,2,44.55,14,18.45,25,"3"
"0319-KYECRA-S6I",3,2,1,3,0,13,96,72,"2"
"1444-EGXRTI-10R",1,0,3,0,0,18,9.6,18,"4"
"9000-OZEBMH-9HP",4,2,3,3,34.5,22,32.1,41,"3"
"7328-JGISFG-9S6",1,3,3,1,0,19,26.1,27,"4"
"3237-LZSIGA-9T3",3,4,1,4,0,0,63,68,"2"
"7814-WBTNAB-AVE",0,0,0,0,0,20,27.45,5,"1"
"2948-EZONZM-3BC",0,3,0,0,0,24,21.15,12,"1"
"4672-YXVTSJ-JYI",1,1,0,0,0,20,21.6,15,"1"
"9564-ABGIMT-78O",1,2,2,4,0,21,20.7,24,"3"
"0916-BWPGAE-LLH",1,3,1,2,0,23,61.05,55,"2"
"0777-RCIFPS-HEW",2,1,1,0,0,21,88.65,66,"2"
"2322-VRHDCW-RXP",2,1,1,0,0,18,41.4,38,"2"
"1677-FFTQYV-GNJ",2,1,0,1,0,25,33.3,60,"2"
"9156-VTNKXY-XNC",1,1,1,0,0,22,22.5,29,"1"
"2012-RQECJI-6PR",1,2,2,3,0,21,26.4,26,"4"
"9440-HYZQYW-WCB",0,3,1,1,0,33,6,1,"1"
"8396-JZZAGP-FB1",2,1,1,0,0,25,66.6,72,"2"
"8031-GAIWVT-U3I",1,0,3,2,0,23,10.5,9,"4"
"9389-DIVFAG-BWU",0,0,1,0,0,22,29.85,34,"1"
"2688-LKNTHG-FFU",1,3,2,3,0,21,156.9,71,"5"
"6786-HCPJTU-GSK",2,1,2,0,0,17,48,69,"2"
"2433-SCDZCN-ZTU",1,0,3,1,0,20,11.4,13,"4"
"1500-KHFJPE-Q5U",2,1,3,0,17.75,21,12.9,9,"4"
"1210-DFERRV-YE6",1,0,2,0,0,28,18.9,21,"4"
"2160-FHTFDO-9EL",1,0,2,1,0,28,15.45,11,"4"
"1994-QKDOIY-XKP",2,0,2,3,0,32,41.55,9,"4"
"0219-ALHPXT-GZE",2,1,1,0,0,23,82.65,68,"2"
"8365-TUAPOY-AFJ",2,1,3,1,0,14,26.4,57,"4"
"5763-UPPXZR-KC6",3,2,3,3,35.7,12,23.7,32,"3"
"1021-BKWCOZ-SLE",3,2,2,0,0,19,105,67,"2"
"0620-EOJBKD-U7E",1,2,2,2,0,21,14.85,5,"4"
"0551-HWDDQJ-6DT",4,4,4,2,40.85,17,48.9,63,"6"
"4238-ULZPRI-3SS",1,2,2,0,0,16,34.35,20,"4"
"1868-FDNNRB-RJ8",1,3,1,1,0,20,43.2,70,"2"
"2701-REFVHC-0WJ",0,0,0,0,0,23,26.85,22,"1"
"4984-TXTWMO-IL1",1,1,3,0,0,22,9.75,9,"4"
"6254-NPBPLQ-MN9",3,4,3,4,37.35,22,56.7,66,"6"
"6977-VVFCPU-OHB",1,1,3,0,0,16,16.2,11,"4"
"4528-WSDUCW-WCM",1,2,0,2,0,23,29.55,23,"1"
"5941-FMWIQQ-540",4,4,3,2,22.95,23,10.2,7,"3"
"0768-LXMQMP-HE5",3,2,2,3,27.85,21,21.45,39,"3"
"9145-VOOJAV-81C",1,1,0,2,0,20,81,72,"2"
"1914-CIAQRB-GG5",4,5,4,4,68.25,13,16.2,26,"6"
"1396-NUQYXY-TWM",2,2,2,0,0,13,54.3,47,"2"
"2013-ZYDGGG-M64",0,1,0,0,0,20,13.35,17,"1"
"9045-LMVJAY-C5G",0,0,0,0,0,23,27.45,36,"1"
"8257-ZUSJDX-QFN",4,3,4,4,55.2,16,49.35,45,"6"
"6839-WSKKYK-D4T",2,2,2,0,0,24,30,60,"2"
"5336-PGMTUH-ETS",2,2,2,0,0,19,51.15,67,"2"
"4620-PJTNNY-HPV",3,3,2,4,32.1,21,16.5,29,"3"
"2704-RLBHGY-MD9",2,3,2,2,0,17,63.3,33,"2"
"7715-JQTDUG-FFX",2,1,3,1,0,23,20.55,15,"4"
"6164-ZUOJYL-DDM",0,0,1,0,0,25,11.4,15,"1"
"5820-CFGSKO-LH2",1,3,2,2,0,24,36.9,61,"2"
"0594-EMVICD-E3H",1,2,2,1,0,21,50.4,66,"2"
"0726-KBNZRH-2DR",4,3,4,4,32.1,27,113.4,17,"6"
"3833-RQEFZV-E3U",1,1,0,0,0,23,54.45,36,"1"
"5287-GQWEBQ-575",2,3,2,2,14.9,9,8.4,1,"3"
"0675-TNFPMK-44B",2,3,0,2,29.15,15,26.55,59,"2"
"6509-SLEQAG-75C",1,1,1,0,0,21,21,49,"1"
"5393-SYOAIL-N5S",0,0,0,0,0,26,13.35,7,"1"
"2869-XNMXQZ-101",0,0,0,0,0,27,16.5,6,"1"
"1269-PDECAF-N66",4,5,3,3,46.75,20,75,72,"6"
"7157-SIJCJP-JSV",1,3,0,2,0,22,58.65,57,"2"
"2640-TFNEVP-MIP",2,0,0,1,0,21,21.15,45,"1"
"6859-QHDZGI-0YU",0,0,3,1,0,18,21.6,18,"4"
"9796-BYXDZX-K3X",3,2,2,0,0,19,55.2,70,"2"
"9835-WHJVJX-VJP",1,2,0,2,0,23,26.7,17,"1"
"4718-YJTFAH-GXF",3,2,3,0,0,26,104.55,69,"2"
"3480-CZKKSC-W6H",4,4,4,2,60.7,19,67.2,66,"6"
"4443-OGEZVI-O5M",0,4,1,2,0,21,21.75,39,"1"
"3993-LPGYYK-ZNC",2,1,2,1,0,18,26.55,53,"2"
"1865-LDHCGC-3C3",4,4,2,1,32,14,71.1,63,"6"
"8747-UACYSV-BUP",4,4,3,4,51.05,19,52.95,57,"6"
"9096-NFBIVO-0GI",2,1,0,2,0,20,135.15,72,"5"
"3606-KITPFR-I5M",2,2,3,1,0,24,14.25,31,"4"
"9593-GJQWOS-4VC",1,0,2,2,0,20,36.3,32,"4"
"3656-QTYTTI-LK8",1,3,0,3,0,15,46.5,68,"2"
"8816-QXSMOQ-H4M",2,3,0,1,0,16,79.35,70,"2"
"8162-CDAFWN-2KO",4,4,3,3,36.6,18,40.8,65,"6"
"2903-BCWCCA-ON1",4,4,2,4,22.95,13,25.95,24,"3"
"4445-LRWKQB-08A",2,2,2,1,0,21,43.8,27,"4"
"1911-QWFGHD-HTX",3,2,3,4,29.45,19,12.9,3,"3"
"5372-BWQLHU-L2G",2,2,3,2,28.65,22,11.7,13,"3"
"3194-PHOEGZ-C8S",2,1,2,0,0,15,37.65,55,"2"
"2424-NMVTCO-2HY",1,0,3,0,0,12,11.7,4,"4"
"8057-EOYDEN-SAO",0,1,0,1,0,23,45.75,32,"1"
"6451-KTKDGF-O8E",2,2,4,1,0,22,25.95,4,"4"
"5847-JFRJIM-RCZ",1,3,0,1,0,16,16.95,20,"1"
"9998-ZGHXLK-EOT",0,0,1,0,0,21,19.05,7,"1"
"9330-CKKNXY-Z1S",1,0,1,0,0,20,14.1,18,"1"
"1279-LEVTHB-FES",3,2,2,4,31.5,25,29.25,23,"3"
"0609-XPSOZF-LZ4",4,3,3,4,40.25,25,24.15,43,"6"
"8124-GTCOFL-APB",2,1,2,0,0,14,163.2,72,"5"
"5572-AVPLBI-UQ8",2,0,0,0,0,0,37.05,59,"2"
"0061-IUOHXW-6TN",3,4,3,4,0,15,80.25,68,"6"
"6029-IREOHQ-FAO",1,1,0,0,0,21,67.05,67,"2"
"8696-ZFDBUR-ECI",1,2,2,2,0,13,103.5,66,"2"
"9936-JXYWJK-YJ6",2,1,0,0,0,31,72.6,65,"2"
"0579-QJEXBV-75U",1,1,0,0,0,18,20.55,50,"1"
"3775-BVFKFE-8CR",4,2,4,2,33.75,23,30,29,"3"
"6289-YVKMBB-CXK",0,0,0,0,0,16,9.6,1,"1"
"6102-ISZDCT-ZAA",3,1,2,0,0,27,64.5,70,"2"
"9232-GXUCAP-4C2",1,2,1,2,0,18,21.45,17,"1"
"6113-SFPNVL-6VV",1,2,0,1,0,19,20.7,9,"1"
"7176-AYTTTN-E3H",1,2,0,2,0,21,50.55,38,"1"
"2177-TTDMKH-JM8",2,3,3,1,0,23,78,71,"2"
"3536-PIRBTQ-5PW",1,2,0,2,0,22,48.9,55,"2"
"5894-SACPFW-KMG",0,0,1,1,0,14,10.65,8,"1"
"1193-VCEOCQ-9X5",1,3,0,2,0,20,59.85,44,"2"
"3991-CUORUO-49K",0,0,0,0,0,24,17.55,7,"1"
