Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Customer Activity,Voice service usage,Equipment monthly usage,Monthly data usage,Streaming hours,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services
1839-WGAZIY-NGC,Female,Southeast,Medium,45 to 54,No High School,Yes,Professional,4,No,17000,9.8,Married,5,48,4,Loyal,Moderate,34.35,0,0,23,Family plan,1,Financial News streaming,1,No devices,0,No devices,0
5925-OWYQXP-AYO,Female,Midwest,Medium,55 to 64,Post Secondary,Yes,Labor,19,Yes,14000,1.8,Unmarried,1,58,4.833333333,Loyal,Moderate,94.8,45.85,0,25,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,Virtual assistant service,1
2927-BECLMG-XEQ,Female,Midwest,Mega-City,35 to 44,Completed High School,Yes,Labor,15,No,115000,11.2,Married,4,32,2.666666667,Established,Moderate,38.7,0,0,22,Family plan,1,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Gaming console",2,Cloud storage,1
3811-XQBBND-PAH,Male,West Coast,Large,55 to 64,Post Secondary,Yes,Professional,20,No,67000,7.1,Married,3,55,4.583333333,Loyal,Moderate,53.7,0,0,12,"Family plan, Home internet plan",2,No subscriptions,0,"Home computer, Gaming console",2,No devices,0
3755-NMPIHN-QPI,Female,West Coast,Mega-City,55 to 64,Some High School,No,Service,21,No,77000,6.8,Unmarried,1,67,5.583333333,Veteran,Moderate,61.2,0,0,21,International plan,1,"Financial News streaming, Mobile security",2,No devices,0,Virtual assistant service,1
5615-OUFXJT-96Q,Female,Southeast,Small,65 to 74,No High School,No,Professional,11,No,30000,3,Unmarried,1,35,2.916666667,Established,Moderate,23.55,0,0,23,International plan,1,"Video streaming, Mobile security",2,No devices,0,Virtual assistant service,1
4853-OENMTN-6XJ,Female,Northeast,Small,55 to 64,Some High School,Yes,Sales,17,Yes,16000,8.5,Unmarried,1,68,5.666666667,Veteran,Moderate,30.75,0,0,17,International plan,1,Financial News streaming,1,No devices,0,No devices,0
8955-ZXVWRD-WES,Male,Northeast,Medium,55 to 64,Post Secondary,No,Labor,21,Yes,86000,5.8,Married,2,65,5.416666667,Veteran,Moderate,76.5,42.5,0,17,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,Cloud storage,1
3115-ACYQUK-6SD,Male,Midwest,Medium,35 to 44,Post Secondary,No,Professional,5,No,56000,8.8,Unmarried,1,33,2.75,Established,Moderate,43.35,30.15,0,31,"International plan, Home internet plan",2,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device",2,No devices,0
0331-ADVLCH-6DA,Female,Southwest,Mega-City,25 to 34,Post Secondary,Yes,Agriculture,6,No,16000,9.6,Married,2,6,0.5,Newcomer,Low,8.7,0,0,24,No plans,0,No subscriptions,0,No devices,0,No devices,0
8678-ZQSKAK-MOQ,Female,Northeast,Small,45 to 54,Post Secondary,Yes,Professional,4,No,37000,12,Married,5,27,2.25,Established,Moderate,18.9,0,0,17,No plans,0,Video streaming,1,Smart device,1,Virtual assistant service,1
7266-EFCNMF-LSF,Male,Southwest,Small,45 to 54,Post Secondary,Yes,Professional,11,No,60000,9.2,Unmarried,3,10,0.833333333,Newcomer,Moderate,9,0,0,21,International plan,1,"Video streaming, Mobile security",2,"Home computer, Smart device",2,"Cloud storage, Virtual assistant service, Cloud backup",3
4259-BEYDAI-QIM,Female,Midwest,Medium,Over 75,Post Secondary,Yes,Sales,22,Yes,11000,21.5,Unmarried,1,65,5.416666667,Veteran,Moderate,48,0,0,15,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,Gaming console,1,Virtual assistant service,1
4275-IOZLLU-SSP,Male,Southeast,Large,35 to 44,Post Secondary,Yes,Sales,3,No,55000,11.6,Unmarried,2,13,1.083333333,Newcomer,Moderate,10.35,31.6,0,23,"International plan, Home internet plan",2,Equipment,1,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Cloud backup",3
0499-EVFWPP-329,Female,Southwest,Medium,Over 75,Some High School,No,Labor,24,Yes,28000,12.7,Unmarried,1,68,5.666666667,Veteran,Moderate,37.2,0,0,17,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0
5096-RXNPBW-RPT,Male,Northeast,Medium,35 to 44,Post Secondary,No,Sales,4,No,34000,13.7,Unmarried,1,1,0.083333333,Newcomer,Low,6.9,20.35,0,30,No plans,0,Equipment,1,No devices,0,No devices,0
4023-IGMCSH-XUV,Female,Southwest,Mega-City,55 to 64,Post Secondary,Yes,Sales,4,No,40000,15.9,Unmarried,1,35,2.916666667,Established,Low,40.05,0,0,16,No plans,0,No subscriptions,0,No devices,0,No devices,0
8239-QTBUOJ-M5V,Female,West Coast,Large,45 to 54,Post Secondary,Yes,Professional,16,No,100000,4.5,Unmarried,3,5,0.416666667,Newcomer,Moderate,15.75,0,0,21,Home internet plan,1,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"IoT device support, Virtual assistant service, Cloud backup",3
2443-NHYQMG-T65,Male,Northeast,Small,45 to 54,Completed High School,Yes,Labor,18,No,40000,12.8,Married,2,56,4.666666667,Loyal,Moderate,35.85,0,0,13,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming",2,"Home computer, Gaming console",2,"Cloud storage, Virtual assistant service, Cloud backup",3
0687-SNFXTL-5KT,Male,Midwest,Mega-City,55 to 64,Post Secondary,Yes,Sales,3,No,48000,3.7,Married,2,42,3.5,Established,Moderate,40.2,0,0,18,International plan,1,Financial News streaming,1,No devices,0,No devices,0
9369-XNVHLO-UD1,Male,Southeast,Small,45 to 54,Post Secondary,No,Sales,4,No,58000,5.5,Married,4,52,4.333333333,Loyal,Moderate,24,0,0,15,Family plan,1,No subscriptions,0,Smart device,1,No devices,0
5188-XLCSHQ-5DG,Male,Southeast,Medium,45 to 54,Post Secondary,Yes,Service,15,No,97000,6.4,Unmarried,1,68,5.666666667,Veteran,Moderate,77.1,0,0,24,"International plan, Family plan",2,Financial News streaming,1,Home computer,1,No devices,0
5222-YADDNK-22Q,Male,Midwest,Extra Large,18 to 24,Post Secondary,No,Sales,0,No,30000,17,Unmarried,3,7,0.583333333,Newcomer,Moderate,18.45,32.25,0,21,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Smart device, Gaming console",3,"Cloud storage, Cloud backup",2
4517-OCVTUD-S8R,Female,Southwest,Small,18 to 24,Post Secondary,Yes,Labor,1,No,25000,5.9,Unmarried,1,19,1.583333333,Emerging,Moderate,18.3,0,0,20,No plans,0,No subscriptions,0,"Home computer, Gaming console",2,No devices,0
8962-KFCEEB-6S8,Male,West Coast,Large,65 to 74,Post Secondary,No,Professional,10,No,77000,10.5,Unmarried,1,66,5.5,Veteran,Moderate,73.65,0,0,21,Family plan,1,No subscriptions,0,"Home computer, Smart device",2,"Virtual assistant service, Cloud backup",2
4868-BKHDDL-S35,Male,Midwest,Extra Large,35 to 44,Completed High School,Yes,Agriculture,11,No,27000,4.1,Unmarried,,54,4.5,Loyal,Moderate,82.8,0,0,20,International plan,1,"Video streaming, Financial News streaming",2,Home computer,1,Cloud backup,1
7949-VXATWD-7FV,Male,Northeast,Small,18 to 24,Post Secondary,No,Agriculture,2,No,35000,19.7,Unmarried,2,4,0.333333333,Newcomer,Moderate,8.7,0,19.6,16,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8337-LBJLMF-W2R,Male,Northeast,Small,55 to 64,Post Secondary,Yes,Professional,11,No,53000,13.3,Unmarried,1,56,4.666666667,Loyal,Moderate,45.3,0,0,20,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,Home computer,1,"Virtual assistant service, Cloud backup",2
5505-CSHNID-HX7,Female,Northeast,Small,55 to 64,Completed High School,Yes,Sales,9,No,52000,5.5,Married,2,33,2.75,Established,Low,15,0,0,14,No plans,0,"Video streaming, Financial News streaming",2,No devices,0,Cloud backup,1
5948-HWQRTV-36O,Female,Southeast,Mega-City,55 to 64,Post Secondary,Yes,Sales,15,No,129000,8.4,Married,2,40,3.333333333,Established,Moderate,27.15,0,0,16,Family plan,1,"Video streaming, Financial News streaming, Mobile security",3,"Smart device, Gaming console",2,No devices,0
2243-VPPSUB-QDD,Female,Southwest,Medium,18 to 24,Post Secondary,,Professional,0,No,16000,1.5,Married,7,7,0.583333333,Newcomer,Low,12.45,0,0,17,No plans,0,No subscriptions,0,No devices,0,No devices,0
2435-DERRXC-V3A,Female,West Coast,Small,65 to 74,Post Secondary,Yes,Labor,37,No,418000,13.9,Unmarried,1,31,2.583333333,Established,Moderate,17.7,0,0,27,"International plan, Family plan, Home internet plan",3,"Video streaming, Mobile security",2,Home computer,1,No devices,0
6249-XKBUFA-6KS,Male,Southeast,Medium,55 to 64,Completed High School,No,Sales,19,Yes,11000,2.8,Married,2,39,3.25,Established,Low,13.65,0,0,0,No plans,0,No subscriptions,0,No devices,0,No devices,0
3712-OIXBYD-Q8G,Female,Northeast,Medium,55 to 64,Completed High School,Yes,Service,13,No,55000,21.1,Unmarried,1,66,5.5,Veteran,Moderate,42.6,0,0,23,No plans,0,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
0370-ZJULGD-MOV,Male,Northeast,Small,45 to 54,Some High School,No,Labor,17,No,62000,5.6,Unmarried,1,22,1.833333333,Emerging,Moderate,19.05,0,0,19,No plans,0,Financial News streaming,1,No devices,0,No devices,0
1671-PKGKTT-E3S,Male,West Coast,Medium,65 to 74,Post Secondary,Yes,Sales,10,Yes,18000,10.4,Married,2,71,5.916666667,Veteran,Moderate,160.5,41.15,0,21,"International plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2
7452-ZTELNL-FA6,Female,Southwest,Extra Large,25 to 34,Post Secondary,Yes,Professional,0,No,33000,18.2,Unmarried,3,8,0.666666667,Newcomer,Moderate,16.8,51.35,40.4,19,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8816-XMDQIV-XWE,Male,Southeast,Medium,35 to 44,Post Secondary,No,Sales,4,No,68000,16.1,Unmarried,1,53,4.416666667,Loyal,Moderate,39.9,0,0,23,"International plan, Family plan",2,No subscriptions,0,Smart device,1,Cloud backup,1
8581-YRJOEY-YZX,Male,West Coast,Small,55 to 64,Post Secondary,Yes,Sales,4,No,44000,10.1,Unmarried,1,51,4.25,Loyal,Moderate,56.25,0,0,25,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,No devices,0
3469-MIJWAB-KVR,Male,West Coast,Medium,45 to 54,Post Secondary,No,Professional,8,No,33000,2.9,Married,2,27,2.25,Established,Moderate,24.75,0,0,30,International plan,1,"Financial News streaming, Mobile security",2,Smart device,1,No devices,0
1043-IRWLWF-8JY,Female,West Coast,Mega-City,18 to 24,Post Secondary,Yes,Professional,0,No,45000,19.9,Married,8,2,0.166666667,Newcomer,Low,9,0,0,15,No plans,0,No subscriptions,0,Gaming console,1,Cloud backup,1
9343-GXHLQQ-RNH,Female,Southeast,Medium,45 to 54,Post Secondary,Yes,Labor,15,No,68000,15.5,Married,2,49,4.083333333,Loyal,Moderate,39.9,0,0,16,"International plan, Family plan, Home internet plan",3,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3
1617-JVYTRM-6HU,Female,Midwest,Large,45 to 54,Post Secondary,Yes,Labor,13,No,117000,12.3,Married,5,69,5.75,Veteran,Moderate,37.8,41.3,37,19,"International plan, Wireless data plan, Family plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Smart home device",3,"Cloud storage, IoT device support, Cloud backup",3
6321-DYNLMT-HZO,Female,Southeast,Medium,25 to 34,Post Secondary,Yes,Labor,5,No,21000,1.2,Married,5,15,1.25,Emerging,Moderate,10.65,46.45,34.45,16,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
4681-JCCPZA-JE0,Female,Southeast,Large,45 to 54,Post Secondary,Yes,Professional,12,No,148000,1.9,Unmarried,1,18,1.5,Emerging,Moderate,22.05,47.5,39.45,15,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6846-MRVUDK-L0V,Female,Northeast,Extra Large,35 to 44,Post Secondary,Yes,Sales,1,No,35000,13.4,Unmarried,2,4,0.333333333,Newcomer,Low,6.15,0,0,20,No plans,0,No subscriptions,0,Gaming console,1,No devices,0
1864-WQKSMW-CU4,Female,Midwest,Small,65 to 74,Completed High School,No,Professional,18,No,55000,13.3,Married,2,46,3.833333333,Loyal,Moderate,24.3,0,0,21,"International plan, Home internet plan",2,Financial News streaming,1,Home computer,1,No devices,0
6397-YQAAVP-R3B,Female,Southeast,Small,45 to 54,Some High School,Yes,Sales,2,No,32000,24.3,Married,5,12,1,Newcomer,Moderate,13.2,0,27.7,15,"International plan, Wireless data plan",2,"Video streaming, Mobile security",2,"Home computer, Smart device, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8070-XEGTXL-LJH,Male,Northeast,Medium,35 to 44,Post Secondary,No,Sales,1,No,19000,3.7,Unmarried,1,19,1.583333333,Emerging,Moderate,19.05,0,0,17,No plans,0,No subscriptions,0,"Home computer, Smart device",2,No devices,0
5659-BGLPPR-GXK,Female,West Coast,Extra Large,45 to 54,Some High School,No,Sales,6,No,70000,3.5,Unmarried,1,23,1.916666667,Emerging,Moderate,23.85,0,0,21,No plans,0,No subscriptions,0,No devices,0,No devices,0
7325-TXSREJ-9GJ,Male,Midwest,Large,35 to 44,Post Secondary,No,Sales,1,No,30000,0.9,Unmarried,1,20,1.666666667,Emerging,Moderate,23.7,40.15,0,24,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Smart device, Gaming console",3,Cloud storage,1
0045-CSRFAS-QBU,Female,Southeast,Small,35 to 44,Some High School,Yes,Professional,5,No,85000,5.8,Married,4,43,3.583333333,Loyal,Moderate,32.55,0,0,28,International plan,1,Financial News streaming,1,Gaming console,1,Cloud backup,1
0474-OYTFOT-QFC,Male,Southwest,Medium,65 to 74,Post Secondary,No,Labor,25,Yes,11000,21.4,Married,2,57,4.75,Loyal,Moderate,60.45,0,0,19,"International plan, Family plan",2,Financial News streaming,1,"Home computer, Gaming console",2,No devices,0
4054-FOPYSA-DXF,Male,Northeast,Medium,25 to 34,Post Secondary,No,Sales,0,No,21000,12.2,Married,6,14,1.166666667,Newcomer,Moderate,19.65,0,0,26,Home internet plan,1,No subscriptions,0,"Home computer, Gaming console",2,No devices,0
3705-BBBFVD-22T,Male,Southwest,Medium,55 to 64,Post Secondary,No,Professional,17,No,64000,6.6,Unmarried,1,56,4.666666667,Loyal,Moderate,60.9,0,0,23,No plans,0,"Financial News streaming, Mobile security",2,No devices,0,No devices,0
6634-NBCERS-KHL,Male,Southwest,Small,65 to 74,Post Secondary,No,Agriculture,27,Yes,18000,9.4,Married,3,72,6,Veteran,Moderate,91.65,43.9,0,15,"International plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, Cloud backup",2
7447-YOOHFG-BER,Male,Northeast,Small,Over 75,Post Secondary,No,Professional,15,Yes,21000,7.8,Unmarried,1,61,5.083333333,Veteran,Moderate,27.3,24.2,0,24,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,Home computer,1,No devices,0
1310-LEPNNA-W5A,Male,Northeast,Medium,65 to 74,Post Secondary,Yes,Sales,7,No,92000,12,Unmarried,1,55,4.583333333,Loyal,Moderate,30.75,0,0,22,"International plan, Home internet plan",2,"Video streaming, Mobile security",2,Home computer,1,No devices,0
9758-STTNOX-JRP,Female,Southeast,Extra Large,Over 75,Completed High School,Yes,Labor,49,Yes,84000,25.7,Unmarried,1,69,5.75,Veteran,High,109.5,0,39.55,17,"International plan, Wireless data plan, Family plan",3,"Video streaming, Mobile security",2,"Home computer, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8038-AWHKFE-7E5,Male,West Coast,Extra Large,55 to 64,Post Secondary,Yes,Service,31,No,106000,1.4,Unmarried,1,68,5.666666667,Veteran,Moderate,166.2,0,0,31,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,Cloud backup,1
8528-CVLRSJ-SUC,Female,Southwest,Mega-City,55 to 64,Post Secondary,Yes,Professional,11,No,38000,15.6,Married,2,56,4.666666667,Loyal,High,64.35,0,32.75,17,"International plan, Wireless data plan, Family plan",3,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,"Cloud storage, Virtual assistant service, Cloud backup",3
7644-GUTBHT-RJH,Female,Northeast,Medium,35 to 44,Some High School,Yes,Service,15,No,52000,9.2,Married,3,51,4.25,Loyal,Moderate,24.45,0,0,20,"International plan, Home internet plan",2,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0
7905-WKQYSX-260,Female,Southeast,Small,25 to 34,Post Secondary,Yes,Sales,1,No,20000,13.2,Married,3,2,0.166666667,Newcomer,Moderate,6.9,54,44.4,19,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
1572-NRBFLG-KBF,Female,West Coast,Small,65 to 74,Some High School,No,Crafts,26,No,166000,14,Unmarried,1,68,5.666666667,Veteran,Moderate,70.95,0,0,25,"International plan, Family plan",2,Financial News streaming,1,Smart device,1,No devices,0
1507-NPSCTR-H9G,Male,Southeast,Extra Large,65 to 74,Post Secondary,No,Crafts,30,Yes,9000,6.4,Unmarried,1,33,2.75,Established,Moderate,30.3,0,0,0,International plan,1,"Video streaming, Mobile security",2,No devices,0,Cloud backup,1
2794-GBOANT-LQM,Male,West Coast,Mega-City,35 to 44,Completed High School,Yes,Agriculture,13,No,44000,8.6,Unmarried,3,21,1.75,Emerging,Moderate,22.5,29.05,0,28,Home internet plan,1,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0
5406-NWOZCV-QAA,Male,Midwest,Medium,25 to 34,Post Secondary,No,Service,3,No,124000,14.2,Married,5,25,2.083333333,Established,Moderate,12.3,49.45,59.05,21,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
2955-WHQPEV-V10,Male,Southeast,Extra Large,65 to 74,Post Secondary,No,Professional,6,No,37000,14.2,Unmarried,1,12,1,Newcomer,Moderate,28.35,41.8,27.7,23,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
9313-YQDSKI-YB3,Female,Southwest,Mega-City,55 to 64,Post Secondary,Yes,Labor,17,No,109000,3.4,Married,2,65,5.416666667,Veteran,Moderate,64.5,26.3,0,15,"International plan, Family plan",2,"Equipment, Financial News streaming",2,"Home computer, Gaming console",2,No devices,0
8879-QMWAZV-WKZ,Female,Northeast,Small,35 to 44,Post Secondary,Yes,Labor,13,No,74000,16.9,Married,4,66,5.5,Veteran,Moderate,38.1,0,0,22,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
6127-OEEXCT-QVG,Male,Midwest,Medium,55 to 64,Post Secondary,No,Labor,18,Yes,21000,5.4,Married,3,49,4.083333333,Loyal,Moderate,30.9,0,0,17,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device",2,No devices,0
8211-UVJYND-MHJ,Male,Southeast,Large,65 to 74,Post Secondary,No,Professional,13,Yes,10000,19.4,Married,2,35,2.916666667,Established,Moderate,29.1,0,0,23,International plan,1,Video streaming,1,No devices,0,No devices,0
5961-QPJFOP-KXC,Female,Northeast,Large,65 to 74,Post Secondary,No,Professional,11,No,62000,7.3,Unmarried,1,53,4.416666667,Loyal,Moderate,25.35,0,0,24,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
7019-CERWDK-URZ,Male,Southwest,Medium,55 to 64,Post Secondary,No,Professional,15,No,124000,2.2,Unmarried,3,37,3.083333333,Established,Moderate,43.2,28.3,0,24,Home internet plan,1,Equipment,1,"Home computer, Smart device",2,Cloud backup,1
5494-KGDGKI-6X1,Male,West Coast,Mega-City,25 to 34,Post Secondary,Yes,Labor,10,No,132000,1.5,Unmarried,2,52,4.333333333,Loyal,Moderate,35.55,35.05,0,16,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,Cloud storage,1
6758-ULCQSF-EBK,Female,Northeast,Medium,35 to 44,Post Secondary,No,Professional,8,No,37000,4.9,Unmarried,1,28,2.333333333,Established,Moderate,29.25,0,0,21,"Family plan, Home internet plan",2,"Financial News streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1
7798-IUVKYF-HKM,Male,Southwest,Mega-City,55 to 64,Post Secondary,No,Sales,6,No,45000,9.3,Unmarried,1,26,2.166666667,Established,Low,29.85,0,0,16,No plans,0,No subscriptions,0,No devices,0,No devices,0
7323-ZGUDKZ-KQ1,Female,Southeast,Large,35 to 44,Some High School,Yes,Sales,4,No,31000,5.7,Married,3,64,5.333333333,Veteran,Moderate,85.95,0,0,17,"International plan, Family plan, Home internet plan",3,"Financial News streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,No devices,0
7723-BIVPPL-65P,Female,West Coast,Mega-City,35 to 44,Post Secondary,Yes,Labor,4,No,41000,2.7,Married,5,55,4.583333333,Loyal,Moderate,24.9,50.4,52.6,14,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service",3
3956-EPFAKP-KFS,Male,Midwest,Small,35 to 44,Post Secondary,Yes,Professional,3,No,85000,14.2,Unmarried,1,31,2.583333333,Established,Moderate,24.15,40.55,32.9,21,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Virtual assistant service, Cloud backup",3
1198-GCOWXL-LC9,Male,Northeast,Small,18 to 24,Post Secondary,Yes,Crafts,4,No,28000,1.6,Married,4,56,4.666666667,Loyal,Moderate,53.7,0,0,25,"International plan, Family plan",2,Financial News streaming,1,Smart device,1,No devices,0
4448-WMEAXN-684,Female,Northeast,Medium,Over 75,Post Secondary,No,Labor,30,Yes,20000,2.1,Unmarried,1,61,5.083333333,Veteran,Moderate,39.75,39.1,0,12,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2
8352-DDCMXT-MW4,Female,West Coast,Medium,55 to 64,Post Secondary,Yes,Sales,6,No,135000,5.1,Married,4,31,2.583333333,Established,Moderate,23.1,0,0,13,International plan,1,Financial News streaming,1,"Home computer, Gaming console",2,No devices,0
8998-OWLWNR-QWN,Female,Southwest,Small,25 to 34,Post Secondary,No,Professional,3,No,66000,15.1,Married,4,37,3.083333333,Established,Moderate,16.95,0,24.5,21,"Wireless data plan, Family plan, Home internet plan",3,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"IoT device support, Virtual assistant service, Cloud backup",3
8752-KNMEWM-MGM,Male,Midwest,Small,18 to 24,Some High School,Yes,Sales,0,No,23000,25.9,Married,3,22,1.833333333,Emerging,Moderate,20.1,0,0,18,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
9132-NOJRIF-5C2,Male,Midwest,Small,25 to 34,No High School,No,Professional,3,No,24000,17.6,Unmarried,1,10,0.833333333,Newcomer,Moderate,16.95,0,0,27,No plans,0,No subscriptions,0,No devices,0,No devices,0
5812-TZBNYC-LJ3,Female,Southwest,Mega-City,65 to 74,Post Secondary,Yes,Sales,5,No,59000,12.1,Unmarried,1,45,3.75,Loyal,Moderate,38.1,25.2,0,31,International plan,1,"Equipment, Video streaming, Financial News streaming",3,No devices,0,"Virtual assistant service, Cloud backup",2
1154-RZMZMA-P10,Male,Southeast,Large,25 to 34,Post Secondary,Yes,Sales,1,No,22000,7.3,Unmarried,3,34,2.833333333,Established,Moderate,25.8,24.9,0,29,Home internet plan,1,"Equipment, Video streaming",2,Home computer,1,IoT device support,1
6564-EJYZIH-F9K,Female,Midwest,Small,18 to 24,Post Secondary,No,Sales,0,No,25000,2.2,Unmarried,1,9,0.75,Newcomer,Moderate,8.55,36.25,35.35,12,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8528-LRYUTI-DMW,Male,West Coast,Extra Large,55 to 64,Post Secondary,Yes,Sales,6,No,31000,17.4,Married,2,27,2.25,Established,Moderate,22.2,35.7,26.85,26,"Wireless data plan, Family plan, Home internet plan",3,Equipment,1,"Home computer, Smart device, Gaming console",3,Cloud storage,1
3825-GAUTVS-TDU,Female,Southwest,Medium,Over 75,Post Secondary,No,Crafts,30,Yes,17000,16.9,Married,2,50,4.166666667,Loyal,High,78.3,51.1,39.35,15,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3
0191-VKRHCM-922,Female,Northeast,Medium,65 to 74,Post Secondary,Yes,Service,38,No,218000,3.5,Unmarried,1,71,5.916666667,Veteran,Moderate,96.3,0,0,23,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0
5262-ZYGPCR-DEO,Male,Northeast,Medium,45 to 54,Post Secondary,No,Professional,11,No,85000,8.2,Married,2,67,5.583333333,Veteran,Moderate,39.6,41.65,0,16,"International plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,Cloud backup,1
2229-TJZAGB-2XU,Male,Southeast,Large,18 to 24,Post Secondary,No,Service,0,No,22000,18,Unmarried,2,10,0.833333333,Newcomer,Moderate,14.4,32.65,20.5,23,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Video streaming",2,"Home computer, Smart device, Gaming console",3,"IoT device support, Virtual assistant",2
1082-GULTUA-5BP,Male,Southwest,Medium,45 to 54,Completed High School,Yes,Sales,7,No,49000,14.5,Unmarried,1,24,2,Emerging,Moderate,25.5,0,0,21,No plans,0,Financial News streaming,1,"Smart device, Gaming console",2,No devices,0
